City ID,City,Country Code,Latitude,Longitude,Temperature,Humidity,Clouds,Wind Speed
2240449,Luanda,AO,-8.8368,13.2343,80.6,83,20,4.61
3691954,Sechura,PE,-5.5569,-80.8222,77.23,75,99,2.08
1489863,Tayzhina,RU,53.6679,87.4362,18.84,95,91,3.24
2033423,Yebaishou,CN,41.3975,119.6408,50.81,47,97,12.06
1492252,Sheregesh,RU,52.9209,87.9869,18.84,95,100,2.93
5710035,West Wendover,US,40.7391,-114.0733,42.8,36,90,6.91
2065594,Mount Isa,AU,-20.7333,139.5,93.2,33,8,13.8
3355672,Lüderitz,NA,-26.6481,15.1594,62.56,73,0,6.6
1580541,Hoi An,VN,15.8794,108.335,77.0,83,75,1.14
2152659,Port Macquarie,AU,-31.4333,152.9167,75.2,69,90,9.22
5919850,Chapais,CA,49.7834,-74.8492,19.4,93,75,4.61
58933,Garoowe,SO,8.4054,48.4845,68.86,82,97,11.23
5882953,Aklavik,CA,68.2191,-135.0107,8.6,72,26,4.61
5563839,Fortuna,US,40.5982,-124.1573,42.78,93,90,11.5
1218612,Murgab,TM,37.4966,61.9714,44.6,70,90,9.22
154635,Matamba,TZ,-8.9833,33.9667,53.82,88,100,3.8
4992232,Escanaba,US,45.7453,-87.0646,40.39,75,90,9.22
3461789,Guarujá,BR,-23.9931,-46.2564,75.99,26,17,2.13
2123100,Myaundzha,RU,63.0494,147.1858,-11.56,83,13,2.89
1507220,Dovolnoye,RU,54.4958,79.6671,5.05,93,99,7.94
5655240,Great Falls,US,47.5002,-111.3008,31.08,69,1,3.44
3894426,Coyhaique,CL,-45.5752,-72.0662,50.99,84,62,5.32
1624725,Tarakan,ID,3.3,117.6333,79.63,78,100,3.49
1608451,Nan,TH,18.8333,100.6667,73.4,78,75,4.61
1276574,Bela,IN,25.9333,81.9833,73.06,27,0,3.24
1106643,Quatre Cocos,MU,-20.2078,57.7625,75.61,88,75,7.74
5975034,High Prairie,CA,55.4334,-116.4858,23.0,86,100,17.27
2090990,Mendi,PG,-6.1761,143.6513,61.74,95,100,3.18
509649,Pichayevo,RU,53.2363,42.2032,-4.86,92,69,8.16
1277776,Baihar,IN,22.1,80.55,75.56,29,0,1.5
2084442,Vanimo,PG,-2.6741,141.3028,83.68,72,96,5.99
6141439,Sault Ste. Marie,CA,46.5168,-84.3333,35.6,80,1,10.36
4026082,Lázaro Cárdenas,MX,17.9583,-102.2,74.05,86,0,7.34
933416,Manyana,BW,-23.4,21.7167,69.28,52,0,8.25
1651531,Ambon City,ID,-3.6954,128.1814,89.6,55,40,9.22
1651810,Airai,TL,-8.9266,125.4092,71.94,77,79,1.01
97572,Marivan,IR,35.5219,46.176,39.49,78,100,1.77
930025,Dedza,MW,-14.3779,34.3332,57.34,100,100,0.38
2036892,Hohhot,CN,40.8106,111.6522,48.2,43,97,2.24
5887798,Assiniboia,CA,49.6334,-105.9845,26.6,93,100,8.05
3939761,Hualmay,PE,-11.0964,-77.6139,72.64,79,99,1.1
57000,Hobyo,SO,5.3505,48.5268,77.13,84,4,11.43
3670218,San Andrés,CO,12.5847,-81.7006,80.6,78,40,22.03
3423146,Ilulissat,GL,69.2167,-51.1,17.6,73,90,4.0
1154689,Ko Samui,TH,9.5357,99.9357,84.2,65,20,11.5
2064735,Nhulunbuy,AU,-12.2333,136.7667,86.0,70,75,10.36
564487,Dubrovka,RU,53.6907,33.5071,6.8,78,0,4.47
2729907,Longyearbyen,SJ,78.2186,15.6401,19.4,93,20,8.05
6111862,Port Hardy,CA,50.6996,-127.4199,46.4,66,40,8.05
2221513,Tignère,CM,7.3667,12.65,65.52,25,0,2.77
140463,Birjand,IR,32.8663,59.2211,39.2,30,0,4.61
3347353,Menongue,AO,-14.6585,17.691,62.83,77,5,3.33
3887344,Illapel,CL,-31.6308,-71.1653,62.56,70,12,1.14
3670719,Riosucio,CO,5.4216,-75.7032,69.8,83,40,1.43
1812256,Dongsheng,CN,39.8161,109.9776,44.2,60,100,16.2
4034496,Fare,PF,-16.7,-151.0167,82.63,67,98,11.99
946058,Mthatha,ZA,-31.5889,28.7844,57.2,100,6,5.75
3465228,Coxim,BR,-18.5067,-54.76,74.21,79,0,2.77
5861897,Fairbanks,US,64.8378,-147.7164,27.27,59,90,1.36
478849,Uralets,RU,57.6614,59.6497,-3.35,94,82,2.91
2937959,Bone,DE,51.9669,12.1396,33.31,60,99,1.01
3436617,Yegros,PY,-26.45,-56.4,69.15,60,0,4.65
5097801,Fairview,US,40.8126,-73.999,48.38,35,1,6.91
1797551,Qinzhou,CN,21.95,108.6167,71.85,78,94,9.17
336745,Gewanē,ET,10.1664,40.6453,71.92,75,0,4.36
5131638,Plainview,US,40.7765,-73.4673,46.72,43,1,6.91
553766,Kamenka,RU,51.3223,42.7678,-1.21,93,85,8.88
1490796,Strezhevoy,RU,60.7333,77.5889,-13.0,77,0,2.24
1250161,Batticaloa,LK,7.7102,81.6924,79.84,77,59,2.93
3838859,Río Gallegos,AR,-51.6226,-69.2181,66.2,42,0,18.41
1626703,Soe,ID,-9.8607,124.284,78.94,69,100,2.3
1254710,Tezpur,IN,26.6333,92.8,73.31,50,11,9.26
236950,Obo,CF,5.3998,26.4869,70.88,49,27,1.68
1501377,Kungurtug,RU,50.5994,97.5228,18.23,87,0,2.42
2121025,Srednekolymsk,RU,67.45,153.6833,-3.24,84,47,8.57
4156404,Gainesville,US,29.6516,-82.3248,58.46,72,1,6.91
3412093,Vestmannaeyjar,IS,63.4427,-20.2734,37.38,76,100,15.93
1710554,Iraray,PH,8.9936,118.0511,82.96,70,77,14.79
933995,Souillac,MU,-20.5167,57.5167,75.2,88,75,6.53
3347939,Lobito,AO,-12.3481,13.5456,78.75,83,60,4.14
583345,Aleksandrov Gay,RU,50.147,48.5704,8.46,94,8,12.48
1254709,Tezu,IN,27.9167,96.1667,75.78,33,42,0.74
1090397,Bandrele,YT,-12.9067,45.1914,78.8,89,0,3.44
7117100,Vila,PT,42.0304,-8.1588,37.0,89,50,1.01
2019718,Mukhen,RU,48.1,136.1,26.44,94,49,5.88
2122614,Ekhabi,RU,53.5102,142.9671,15.22,95,7,8.55
149812,Sokoni,TZ,-6.4333,39.55,78.8,83,20,10.13
287832,Ibrā’,OM,22.6906,58.5334,62.22,43,0,1.43
481548,Troitsko-Pechorsk,RU,62.7084,56.1964,-23.98,86,0,3.31
5516233,Amarillo,US,35.222,-101.8313,65.26,45,1,21.85
1337610,Thinadhoo,MV,0.5333,72.9333,83.75,65,9,3.15
5983720,Iqaluit,CA,63.7506,-68.5145,8.6,72,90,7.45
2123814,Leningradskiy,RU,69.3833,178.4167,-9.89,84,100,6.93
1636022,Martapura,ID,-3.4167,114.85,78.8,89,20,5.75
2108502,Honiara,SB,-9.4333,159.95,84.42,74,96,3.49
1529376,Korla,CN,41.7597,86.1469,47.14,51,5,4.61
189741,Lamu,KE,-2.2717,40.902,77.34,86,82,9.48
1497337,Noril'sk,RU,69.3535,88.2027,-18.26,85,100,4.52
1863495,Gushikawa,JP,26.3544,127.8686,71.38,60,40,12.66
340358,Dabat,ET,12.9842,37.765,53.87,43,0,3.38
2015852,Svetlaya,RU,46.5389,138.3297,34.14,76,0,14.85
295277,Eilat,IL,29.5581,34.9482,68.83,27,0,2.46
2636719,Glenluce,GB,54.8798,-4.8084,46.0,94,100,14.38
5641727,Bozeman,US,45.6796,-111.0386,30.52,69,1,3.44
934479,Grand Gaube,MU,-20.0064,57.6608,75.99,82,5,4.0
5712169,Baker City,US,44.7749,-117.8344,30.31,60,1,9.22
5911745,Burns Lake,CA,54.2331,-125.7533,35.6,38,27,10.36
3443061,Chui,UY,-33.6971,-53.4616,65.32,89,12,6.89
1273765,Dābhol,IN,17.6,73.1667,73.96,58,12,3.51
1028434,Quelimane,MZ,-17.8786,36.8883,80.6,83,0,3.71
686090,Asău,RO,46.4333,26.4,32.0,51,100,1.74
5557293,Sitka,US,57.0531,-135.33,39.2,52,75,11.5
364933,Umm Kaddadah,SD,13.6017,26.6876,71.67,18,0,13.85
2966356,Bantry,IE,51.6833,-9.45,50.0,93,75,11.5
2464701,Tataouine,TN,32.9297,10.4518,53.6,76,0,2.3
3843123,Neuquén,AR,-38.9516,-68.0591,82.4,39,0,3.44
3398931,Gilbués,BR,-9.8317,-45.3439,74.73,75,0,0.96
1510689,Baykit,RU,61.67,96.37,9.34,92,100,4.76
2092164,Lorengau,PG,-2.0226,147.2712,85.19,69,91,10.2
3107677,Tortosa,ES,40.8125,0.5216,40.42,66,0,14.0
1502073,Krasnosel'kup,RU,65.7,82.4667,-31.52,83,66,6.49
1489656,Teya,RU,60.3778,92.6267,15.44,92,100,9.33
364103,Wad Medani,SD,14.4012,33.5199,77.76,24,0,9.37
4675577,Bonham,US,33.5773,-96.1783,64.17,72,90,9.22
4151316,Clearwater,US,27.9659,-82.8001,66.56,52,16,8.05
704422,Krasnoarmiys'k,UA,48.282,37.1758,22.98,91,60,6.89
172515,Abu Samrah,SY,35.3029,37.1841,49.96,77,2,7.94
2229748,Kumbo,CM,6.2,10.6667,61.95,57,17,2.66
1626542,Sorong,ID,-0.8833,131.25,83.44,70,55,2.33
895953,Zambezi,ZM,-13.5432,23.1047,65.97,92,100,0.74
523392,Naryan-Mar,RU,67.6713,53.087,2.37,94,100,8.61
1726449,Basco,PH,20.4487,121.9702,75.65,79,25,24.05
1853174,Sakaiminato,JP,35.55,133.2333,53.6,62,75,16.11
548478,Kirillov,RU,59.863,38.3813,-17.73,88,0,4.14
2172797,Cairns,AU,-16.9167,145.7667,87.01,58,0,11.5
1491230,Sovetskiy,RU,61.3614,63.5842,-14.84,90,98,3.83
3166509,Siniscola,IT,40.5719,9.6922,46.4,87,40,6.91
1260178,Patāmundai,IN,20.5667,86.5667,77.11,73,0,6.29
6014443,Lac du Bonnet,CA,50.2536,-96.0612,30.99,99,99,13.0
3628423,San Felipe,VE,10.3399,-68.7425,69.93,89,62,5.03
2127060,Arman',RU,59.7,150.1667,0.95,82,4,1.48
1786855,Yatou,CN,37.15,122.3833,52.23,47,0,4.45
2138555,Poum,NC,-20.2333,164.0167,79.75,70,2,5.14
231947,Katakwi,UG,1.8911,33.9661,66.94,82,60,4.38
1707108,Latung,PH,5.5,120.8833,82.27,68,70,2.51
780687,Berlevåg,NO,70.8578,29.0864,14.83,91,69,17.78
2101169,Aitape,PG,-3.1374,142.3475,84.02,73,42,7.05
3414079,Olafsvik,IS,64.8945,-23.7142,34.27,87,100,35.19
2179825,Waitati,NZ,-45.75,170.5667,56.95,88,100,13.0
1489853,Tazovsky,RU,67.4667,78.7,-19.1,88,99,6.8
6323121,Florianópolis,BR,-27.6146,-48.5012,71.87,73,0,9.22
5314245,Show Low,US,34.2542,-110.0298,47.82,23,1,29.93
3381428,Iracoubo,GF,5.4802,-53.2011,77.05,85,100,10.18
923058,Kambove,CD,-10.8764,26.5969,57.9,98,40,2.51
739598,Sinop Province,TR,41.7711,34.8709,31.71,90,7,5.77
3662761,Porto Walter,BR,-8.2686,-72.7439,72.21,98,100,2.55
110690,Faya,SA,18.3851,42.4509,58.1,88,0,2.68
1259069,Rādhanpur,IN,23.8333,71.6,68.58,75,0,4.5
890516,Gwanda,ZW,-20.9333,29.0,67.55,49,0,7.02
1497917,Nefteyugansk,RU,61.0998,72.6035,-23.8,76,0,2.24
4033557,Tautira,PF,-17.7333,-149.15,86.5,66,75,11.5
3892454,Diego de Almagro,CL,-26.3667,-70.05,58.48,77,0,1.21
3139597,Sistranda,NO,63.7256,8.834,30.2,69,0,25.32
3141548,Rognan,NO,67.0953,15.3878,21.61,63,0,23.02
4946620,Palmer,US,42.1584,-72.3287,33.66,60,1,5.75
1280957,Jiayuguan City,CN,39.8167,98.3,42.73,54,10,5.44
2269142,Colares,PT,38.7992,-9.4469,50.54,78,34,14.56
